Paper Title,Number of Reviews,Average Review Length,Review Texts,Scores,Rebuttal Present,Rebuttal Text,Authors,Decision
Brain Signal Generation and Data Augmentation with a Single-Step Diffusion Probabilistic Model,0,0,[],[],False,N/A,"['Szabolcs Torma', 'Dr. Luca Szegletes']",N/A
Know Your Boundaries: The Advantage of Explicit Behavior Cloning in Offline RL,0,0,[],[],False,N/A,"['Wonjoon Goo', 'Scott Niekum']",N/A
"On the Convergence of AdaGrad(Norm) on $\mathbb{R}^d$: Beyond Convexity, Non-Asymptotic Rate and Acceleration",0,0,[],[],False,N/A,"['Zijian Liu', 'Ta Duy Nguyen', 'Alina Ene', 'Huy Nguyen']",N/A
Bounded Attacks and Robustness in Image Transform Domains,0,0,[],[],False,N/A,"['Mohamed-Hicham LEGHETTAS', 'Markus Püschel']",N/A
SP2 : A Second Order Stochastic Polyak Method,0,0,[],[],False,N/A,"['Shuang Li', 'William Joseph Swartworth', 'Martin Takáč', 'Deanna Needell', 'Robert M. Gower']",N/A
Multi-Objective GFlowNets,0,0,[],[],False,N/A,"['Moksh Jain', 'Sharath Chandra Raparthy', 'Alex Hernández-García', 'Jarrid Rector-Brooks', 'Yoshua Bengio', 'Santiago Miret', 'Emmanuel Bengio']",N/A
Making Better Decision by Directly Planning in Continuous Control,0,0,[],[],False,N/A,"['Jinhua Zhu', 'Yue Wang', 'Lijun Wu', 'Tao Qin', 'Wengang Zhou', 'Tie-Yan Liu', 'Houqiang Li']",N/A
Large language models are not zero-shot communicators,0,0,[],[],False,N/A,"['Laura Eline Ruis', 'Akbir Khan', 'Stella Biderman', 'Sara Hooker', 'Tim Rocktäschel', 'Edward Grefenstette']",N/A
Data dependent frequency sensitivity of convolutional neural networks,0,0,[],[],False,N/A,"['Charles Godfrey', 'Elise Bishoff', 'Myles McKay', 'Davis Brown', 'Grayson Jorgenson', 'Henry Kvinge', 'Eleanor Byler']",N/A
Is end-to-end learning enough for fitness activity recognition?,0,0,[],[],False,N/A,"['Antoine Mercier', 'Guillaume Berger', 'Sunny Panchal', 'Florian Dietrichkeit', 'Cornelius Böhm', 'Ingo Bax', 'Roland Memisevic']",N/A
Efficient Exploration using Model-Based Quality-Diversity with Gradients,0,0,[],[],False,N/A,"['Bryan Lim', 'Manon Flageat', 'Antoine Cully']",N/A
HiT-MDP: Learning the SMDP option framework on MDPs with Hidden Temporal Embeddings,0,0,[],[],False,N/A,"['Chang Li', 'Dongjin Song', 'Dacheng Tao']",N/A
Improved Group Robustness via Classifier Retraining on Independent Splits,0,0,[],[],False,N/A,"['Thien Hang Nguyen', 'Hongyang Ryan Zhang', 'Huy Nguyen']",N/A
(Certified!!) Adversarial Robustness for Free!,0,0,[],[],False,N/A,"['Nicholas Carlini', 'Florian Tramer', 'Krishnamurthy Dj Dvijotham', 'Leslie Rice', 'Mingjie Sun', 'J Zico Kolter']",N/A
URVoice: An Akl-Toussaint/ Graham- Sklansky Approach towards Convex Hull Computation for Sign Language Interpretation,0,0,[],[],False,N/A,"['Madhumitha V', 'Santhi Natarajan', 'Bharathi Malarkeddy A']",N/A
